"","year","soc_2010_broad","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"1909",2023,"19-1030",49480.19,49480.19,49480.19,0,34288.45,15191.74,0.307026711093874,2147.33333333333,2644,49,52,113.131046788624,111
"1910",2024,"19-1030",25750.05,25750.05,25750.05,0,14363.69,11386.36,0.442187879246836,2147.33333333333,2644,54.6428571428571,54.5,114.889336913909,111
"1911",2025,"19-1030",30308.61,30308.61,28203.37,2105.24,13759.49,16549.12,0.546020421259833,2147.33333333333,2644,40.9333333333333,28.5,116.243436765988,111
"1912",2000,"19-1040",57844.08,55408.71,55408.71,0,22328.84,33079.87,0.597015703848727,732,579,40.6,37,114.318888311964,123
"1913",2001,"19-1040",94056.07,94056.07,92170.62,1885.45,54537.6,39518.47,0.420158635163047,1074.27777777778,1001,40.2537313432836,38,120.170356894563,124
"1914",2002,"19-1040",81330.51,81330.51,80053.66,1276.85,46871.73,34458.78,0.423688232128386,1124.95,759.5,37.3793103448276,33,118.853474052972,124
"1915",2003,"19-1040",123872.07,123872.07,121221.95,2650.12,67694.79,56177.28,0.453510464465476,1029,766.5,40.3483146067416,38,118.77749826898,123
"1916",2004,"19-1040",100899.97,99136.23,94517.21,4619.02,41074.84,58061.39,0.585672765647836,1210.6,1032,42.9516129032258,41,118.700805850696,124
"1917",2005,"19-1040",103815.27,103815.27,100900.78,2914.49,47757.01,56058.26,0.539980871792753,1087.25,769,40.4054054054054,38.5,119.671912523081,124
"1918",2006,"19-1040",124210.78,124210.78,124210.78,0,56965.86,67244.92,0.54137748752564,1505.27272727273,1115.5,39.9770114942529,38.5,117.592086451756,123
"1919",2007,"19-1040",179759.27,179759.27,179759.27,0,109189.79,70569.48,0.392577695714942,2027.83333333333,2076.5,40.656862745098,39,121.770549580002,125
"1920",2008,"19-1040",115188.26,115188.26,115188.26,0,54225.33,60962.93,0.529246036010961,1264.55555555556,625,42.2739726027397,42,119.658499746415,123
"1921",2009,"19-1040",148157.89,148157.89,145139.61,3018.28,62102.26,86055.63,0.580837308090713,956.888888888889,913.5,40.5555555555556,38,119.591157109486,123
"1922",2010,"19-1040",155557.57,155557.57,153641.77,1915.8,66747.57,88810,0.570914035234672,1082.5,809.5,38.7425742574257,36,119.328158121781,123
"1923",2011,"19-1040",151927.33,151927.33,145223.06,6704.27,62041.4,89885.93,0.591637659925966,1108.66666666667,692,42.5576923076923,40,120.306357848848,123
"1924",2012,"19-1040",149892.92,149892.92,146212.83,3680.09,80344.6,69548.32,0.463986691299362,1105.38461538462,634.5,39.29,39,120.166114650378,123
"1925",2013,"19-1040",164782.15,162069.34,159041.4,3027.94,75311.89,86757.45,0.535310688622536,1402.33333333333,1038.5,41.847619047619,38.5,121.17889139303,124
"1926",2014,"19-1040",313748.33,313748.33,292840.22,20908.11,129505.45,184242.88,0.58723142845095,1915.46153846154,2000,42.8811881188119,41,118.474208133634,123
"1927",2015,"19-1040",169065.41,169065.41,164043.35,5022.06,64778.24,104287.17,0.616845101549749,1455.66666666667,877,40.5531914893617,37,119.31551474663,123
"1928",2016,"19-1040",131925.91,131925.91,131736.65,189.26,60015.08,71910.83,0.54508496473513,1200.27777777778,865,41.0144927536232,36,118.498418316766,123
"1929",2017,"19-1040",172423.79,172423.79,163926.51,8497.28,82830.52,89593.27,0.519610837924396,1465.25,1336.5,41.195652173913,41,118.614645867603,123
"1930",2018,"19-1040",161231.05,161231.05,161231.05,0,95890.66,65340.39,0.40525934675734,1490.92857142857,1538.5,41.264367816092,38.5,118.432770610872,123
"1931",2019,"19-1040",201434.39,201434.39,201434.39,0,101898.34,99536.05,0.494136328955547,1276.88235294118,966,40.19,35,118.036047965792,123
"1932",2020,"19-1040",140019.0371,140019.0371,139619.3781,399.659,57118.4065,82900.6306,0.59206685260086,1696.66666666667,1154,42.3,43,123.502500350361,124
"1933",2021,"19-1040",106967.4166,106967.4166,101534.6755,5432.7411,51641.327,55326.0896,0.517223761763729,1851.44444444444,1298,44.2115384615385,42.5,124.03063379302,124
"1934",2022,"19-1040",195065.87,195065.87,195065.87,0,98060.06,97005.81,0.497297707692279,1704.83333333333,1283.5,41.8271604938272,39,123.857278825865,125
"1935",2023,"19-1040",166461.04,166461.04,166461.04,0,87833.15,78627.89,0.472350106667602,1529.44444444444,690.5,40.8630136986301,37,123.828166518724,123
"1936",2024,"19-1040",143863.86,143863.86,143863.86,0,64483.76,79380.1,0.551772349219602,1529.44444444444,690.5,41.25,38.5,123.804903469155,125
"1937",2025,"19-1040",127198.73,125505.35,122487.18,3018.17,58542.69,66962.66,0.533544267236417,1529.44444444444,690.5,43.5869565217391,39.5,124.286208755244,125
"1938",2000,"19-2010",22240.72,22240.72,22240.72,0,16005.54,6235.18,0.280349736879022,1388.33333333333,1121,43.75,38.5,123.211689189918,125
"1939",2001,"19-2010",25287.98,25287.98,25287.98,0,22809.56,2478.42,0.0980078282251093,1391.6,1154,45.1764705882353,42.5,120.70747050575,125
"1940",2002,"19-2010",22040.08,22040.08,22040.08,0,19807.26,2232.82,0.101307254783104,1637.33333333333,1269,42.2142857142857,42.5,121.034208587265,125
"1941",2003,"19-2010",25281.22,25281.22,19788.62,5492.6,23804.29,1476.93,0.0584200446022779,983.4,862.5,45.2352941176471,46,110.390477200072,123
"1942",2004,"19-2010",23490.06,23490.06,23490.06,0,20828.08,2661.98,0.113323678185581,1030,922.5,46.1176470588235,44,112.270306674398,123
"1943",2005,"19-2010",21552.36,21552.36,21552.36,0,21552.36,0,0,1294.5,320,44.6153846153846,41.5,121.224689082773,123
"1944",2006,"19-2010",28326.11,28326.11,28326.11,0,25302.32,3023.79,0.106749214770401,1230.75,625,41.0714285714286,36.5,122.533830095273,124.5
"1945",2007,"19-2010",17727.95,17727.95,17727.95,0,16106.97,1620.98,0.0914364040963563,942,942,50.5833333333333,54.5,121.440451377627,125
"1946",2008,"19-2010",17218.63,17218.63,17218.63,0,12047.62,5171.01,0.300314833410091,1307,1307,43.6,37,122.025341737409,124
"1947",2009,"19-2010",10369.52,10369.52,10369.52,0,10369.52,0,0,1307,1307,46.625,42.5,124.283127859342,125
"1948",2010,"19-2010",14234.28,14234.28,14234.28,0,12780.4,1453.88,0.102139342488696,731,731,42.5454545454545,39.5,120.534721812413,117
"1949",2011,"19-2010",15382.99,15382.99,15382.99,0,13614.05,1768.94,0.114993249036761,200,200,48.5454545454545,32.5,115.407607363718,111
"1950",2012,"19-2010",26783.45,26783.45,26783.45,0,23492.65,3290.8,0.122866919683611,2885,2885,51.1666666666667,54.5,123.274423944637,125
"1951",2013,"19-2010",9446.42,9446.42,9446.42,0,8698.47,747.95,0.0791781436777107,1413.5,1000,47.3,51.5,122.010986172539,125
"1952",2014,"19-2010",11945.58,11945.58,11320.85,624.73,11945.58,0,0,1413.5,1000,46.125,50,119.998362574274,118
"1953",2015,"19-2010",24752.11,24752.11,21769.87,2982.24,20884.66,3867.45,0.156247285584946,1367.75,937.5,46.2142857142857,48.5,118.34952696962,123
"1954",2016,"19-2010",39805.44,39805.44,32889.38,6916.06,30175.61,9629.83,0.241922460849572,2004.6,1826.5,45,40.5,122.303074655122,123.5
"1955",2017,"19-2010",22143.08,22143.08,22143.08,0,20718.2,1424.88,0.0643487717155879,1377,1377,53.5555555555556,56.5,117.263230770064,111
"1956",2018,"19-2010",28843.79,28843.79,28843.79,0,27864.91,978.88,0.0339372877142706,1300,1300,44.7692307692308,30,121.007537844368,123
"1957",2019,"19-2010",12924.2,12924.2,12924.2,0,10478.47,2445.73,0.189236471116201,2115.5,1654,48.125,47.5,124.315969266957,124.5
"1958",2020,"19-2010",14864.4519,14864.4519,14864.4519,0,14864.4519,0,0,2115.5,1654,54.875,56,117.627489372817,111
"1959",2021,"19-2010",13095.0676,13095.0676,13095.0676,0,9015.155,4079.9126,0.311561018592985,2327,2327,52.4444444444444,56,123.438971617069,125
"1960",2022,"19-2010",12873.54,12873.54,12873.54,0,7697.1,5176.44,0.402099189500324,2865,2865,58.1428571428571,56,124.288967914031,124.5
"1961",2023,"19-2010",27705.01,27705.01,27705.01,0,19324.86,8380.15,0.302477782899194,2211.5,2211.5,44.8333333333333,43.5,121.758560996729,123.5
"1962",2024,"19-2010",39048.91,39048.91,31954.07,7094.84,23702.86,15346.05,0.392995604742873,2211.5,2211.5,50.2222222222222,52,121.164205863877,124
"1963",2025,"19-2010",47130.01,47130.01,47130.01,0,16128.87,31001.14,0.657779194190708,2211.5,2211.5,43.2142857142857,39,121.072276241826,124
"1964",2000,"19-2020",10865.4,10865.4,10865.4,0,10865.4,0,0,1652.66666666667,2142.5,42.7142857142857,41.5,103.419708432271,111
"1965",2001,"19-2020",14742.57,14742.57,14742.57,0,12188.51,2554.06,0.173243878102665,1162.8,896.5,40.9230769230769,43.5,112.670940684019,111
"1966",2002,"19-2020",9835.72,9835.72,9835.72,0,9679.96,155.76,0.0158361563769607,961.5,769,49.5714285714286,52.5,114.611044234687,123
"1967",2003,"19-2020",5319.47,5319.47,5319.47,0,4851.03,468.44,0.0880614046136175,923,1106,44.2,37,116.7378197452,111
"1968",2004,"19-2020",7699.8,7699.8,7699.8,0,6156.23,1543.57,0.20046884334658,923,1106,44.2222222222222,39,113.491859528819,111
"1969",2005,"19-2020",1946.41,1946.41,1946.41,0,1642.46,303.95,0.156159288125318,923,1106,40.75,50.5,119.406646081761,117
"1970",2006,"19-2020",8480.36,8480.36,6496.29,1984.07,8110.49,369.87,0.0436148937073426,1058,1058,43.4285714285714,40.5,113.855973095482,111
"1971",2007,"19-2020",5154.26,5154.26,5154.26,0,4500.63,653.63,0.126813548404621,1096,1096,38.1428571428571,36.5,101.039753524269,111
"1972",2008,"19-2020",11236.28,11236.28,11236.28,0,10138.21,1098.07,0.0977254037813226,1096,1096,44.8888888888889,37,112.780717461651,117
"1973",2009,"19-2020",7775.93,7775.93,7775.93,0,7496.06,279.87,0.0359918363462634,1096,1096,43.3333333333333,37.5,115.238849886766,123
"1974",2010,"19-2020",2703.39,2703.39,2703.39,0,2703.39,0,0,1096,1096,44,44,111,111
"1975",2011,"19-2020",8368.15,8368.15,8368.15,0,8163.47,204.68,0.0244594085909072,1503.5,1307,45.4,42,114.949202631406,111
"1976",2012,"19-2020",12426.36,12426.36,12426.36,0,11373.29,1053.07,0.0847448488535661,1634,1634,50.2,52,111.665969761056,111
"1977",2013,"19-2020",14112.85,14112.85,14112.85,0,13540.03,572.82,0.0405885416482142,1634,1634,48.7,49.5,116.089504954704,111
"1978",2014,"19-2020",18655.38,18655.38,18655.38,0,18655.38,0,0,1058,1058,41.7777777777778,44.5,114.622838023133,111
"1979",2015,"19-2020",10911.97,10911.97,10911.97,0,6573.55,4338.42,0.397583571069202,1635,1635,47.5,42.5,112.695818445249,111
"1980",2016,"19-2020",7641.74,7641.74,7641.74,0,4226.66,3415.08,0.446898219515451,2404,2404,38.2857142857143,42.5,110.766775629634,111
"1981",2017,"19-2020",4365.2,4365.2,4365.2,0,2855.89,1509.31,0.345759644460735,2404,2404,31.5,28,111,111
"1982",2018,"19-2020",4604.48,4604.48,4604.48,0,4604.48,0,0,2500,2500,41.2,29,105.151587149906,111
"1983",2019,"19-2020",5011.32,5011.32,5011.32,0,834.41,4176.91,0.83349496739382,750,750,49,38.5,118.239302219774,117
"1984",2020,"19-2020",17084.9705,17084.9705,17084.9705,0,4138.0886,12946.8819,0.757793635054857,750,750,41.125,40.5,118.306205146798,117
"1985",2021,"19-2020",6417.0608,6417.0608,6417.0608,0,5484.0734,932.9874,0.145391703316883,750,750,45.75,48.5,112.24949578162,111
"1986",2022,"19-2020",16521.42,16521.42,16521.42,0,5812.19,10709.23,0.648202757390103,2250,2250,47.5,48.5,116.046644900983,117
"1987",2023,"19-2020",13071.51,13071.51,13071.51,0,10146.81,2924.7,0.223746147155149,2250,2250,37,30.5,122.763497866735,123
"1988",2024,"19-2020",367.2,367.2,367.2,0,367.2,0,0,2250,2250,39,39,111,111
"1989",2025,"19-2020",4954.58,4954.58,4954.58,0,3170.98,1783.6,0.359990150527391,2250,2250,49.6666666666667,37,115.104686976494,117
"1990",2000,"19-2030",136989.39,136989.39,134200.46,2788.93,92267.13,44722.26,0.326465137190552,886.428571428571,514,40.3684210526316,36,110.934119423409,111
"1991",2001,"19-2030",165300.06,160237.41,156058.35,4179.06,105150.3,55087.11,0.343784326019748,1017.14285714286,786,40.5714285714286,40,116.963135886932,123
"1992",2002,"19-2030",130260.43,130260.43,120691.35,9569.08,83096.17,47164.26,0.362076649063726,1170.73333333333,1101.5,42.0105263157895,40,115.64784025356,111
"1993",2003,"19-2030",152289.85,152289.85,149359.16,2930.69,93934.13,58355.72,0.38318850534031,1140.61111111111,950,41.3,38.5,113.681046241756,111
"1994",2004,"19-2030",149974.95,149974.95,141508.04,8466.91,110061,39913.95,0.266137444953307,1068.03571428571,922.5,40.5888888888889,37,114.323181704678,111
"1995",2005,"19-2030",138083.47,138083.47,136012.42,2071.05,93340.05,44743.42,0.324031688948721,1221.63636363636,569.5,40.7558139534884,37,112.026513383535,111
"1996",2006,"19-2030",112051.87,112051.87,108314.77,3737.1,78785.96,33265.91,0.296879561224636,1110.54545454545,865.5,42.3026315789474,42,113.014031091137,111
"1997",2007,"19-2030",108921.34,108921.34,108921.34,0,62341.35,46579.99,0.427647970544615,1391.58823529412,1250,42.1029411764706,40,115.230268926181,111
"1998",2008,"19-2030",128432.74,128432.74,128432.74,0,84548.29,43884.45,0.341692079449524,1596.2,1625,40.1511627906977,36,115.312839545431,117
"1999",2009,"19-2030",129423.05,129423.05,127962.81,1460.24,91007.68,38415.37,0.296820156842232,1279.7,1302,43.3176470588235,46.5,113.583788127385,111
"2000",2010,"19-2030",105280.85,105280.85,105280.85,0,73436.14,31844.71,0.302473906698132,1302,1471,44.3225806451613,47,112.914885850561,111
"2001",2011,"19-2030",102381.64,102381.64,90534.68,11846.96,50367.34,52014.3,0.508043239002618,1377.33333333333,1299.5,44.2238805970149,39,115.630233506711,123
"2002",2012,"19-2030",108988.24,108988.24,108499.73,488.51,69879.61,39108.63,0.358833485153995,1621.125,950,41.8064516129032,41,113.681256161215,111
"2003",2013,"19-2030",111174.89,111174.89,108593.2,2581.69,79600.23,31574.66,0.284008916042103,1432.28571428571,917.5,42.3181818181818,38,111.048316305957,111
"2004",2014,"19-2030",199354.74,199354.74,197600.01,1754.73,138194,61160.74,0.30679350789452,1174,1154,43.140350877193,37.5,113.848392067327,111
"2005",2015,"19-2030",111957.34,111957.34,110028.27,1929.07,79861.16,32096.18,0.286682230928316,1528.58823529412,1432.5,45.2461538461538,44.5,115.288138946495,111
"2006",2016,"19-2030",96979.87,96979.87,95440.41,1539.46,63376.19,33603.68,0.34650159873384,1660.91666666667,1327,45.8703703703704,42.5,114.856203663709,111
"2007",2017,"19-2030",95014.25,95014.25,92623.1,2391.15,60867.96,34146.29,0.359380724470277,1838.22222222222,1153.5,42.48,38.5,112.530837953254,111
"2008",2018,"19-2030",145892.39,145892.39,140252.23,5640.16,91004.62,54887.77,0.37622092557398,1442,960.5,41.4925373134328,39,114.961683196773,111
"2009",2019,"19-2030",98173.47,98173.47,98173.47,0,61574.84,36598.63,0.372795522048879,1389.875,1007.5,40.9,34.5,111.453908372598,111
"2010",2020,"19-2030",117584.1445,117584.1445,112638.7666,4945.3779,86400.0842,31184.0603,0.265206337407166,1562.75,810,37.4423076923077,33.5,113.5378163669,111
"2011",2021,"19-2030",95035.1973,94115.3684,91403.7661,2711.6023,64660.8991,29454.4693,0.312961313340617,1950.71428571429,1375,41.5348837209302,40.5,118.187978715918,123
"2012",2022,"19-2030",55379.34,55379.34,55379.34,0,25585.27,29794.07,0.537999730585449,1926.5,1926.5,46.5,47,113.688250889231,111
"2013",2023,"19-2030",70882.94,70882.94,66143.76,4739.18,36424.87,34458.07,0.486126421957103,2390,2885,42.21875,39,118.317078411251,123
"2014",2024,"19-2030",93672.11,93672.11,91170.03,2502.08,43977.97,49694.14,0.530511589842483,2390,2885,44.2222222222222,45.5,116.930177296102,111
"2015",2025,"19-2030",100111.52,97314.97,95017.4,2297.57,62478.03,34836.94,0.357981305445606,2390,2885,39.972972972973,34,116.787474835578,111
"2016",2000,"19-2040",87555.09,87555.09,87555.09,0,54739.64,32815.45,0.374797741627586,997.5,985,42.125,43,116.740960348507,123
"2017",2001,"19-2040",97176.13,97176.13,95135.91,2040.22,69198.35,27977.78,0.287907946118044,1217.61904761905,857.5,42.0481927710843,42.5,114.262523111386,111
"2018",2002,"19-2040",81496.97,81496.97,76589.61,4907.36,63000.55,18496.42,0.226958376489335,1197.30769230769,1134,42.4852941176471,42,113.766769611189,111
"2019",2003,"19-2040",73560.23,73560.23,73560.23,0,50362.35,23197.88,0.31535899221631,812.6875,753.5,41.1379310344828,41,112.567245507525,111
"2020",2004,"19-2040",81136.02,76348.18,76348.18,0,64929.69,11418.49,0.149558116513059,1045,1106,44.0576923076923,43.5,112.223439379956,111
"2021",2005,"19-2040",99937.09,99937.09,98352.8,1584.29,76620.44,23316.65,0.233313277382801,1151.54545454545,981,44.8529411764706,47,111.759729745983,111
"2022",2006,"19-2040",103241.41,103241.41,103241.41,0,81250.97,21990.44,0.213000190524325,1056.25,845.5,43.3428571428571,42,111.559068497805,111
"2023",2007,"19-2040",102765.52,102765.52,101177.41,1588.11,78894.35,23871.17,0.2322877361979,1509,1315,46.0405405405405,49,114.631207529529,117
"2024",2008,"19-2040",84735.23,83278.71,82667.31,611.4,62238.94,21039.77,0.252642842330291,1224.41666666667,1334,46.3636363636364,45,116.365372374284,111
"2025",2009,"19-2040",105790.94,105790.94,103556.75,2234.19,65105.26,40685.68,0.384585674349807,1241.71428571429,1152,44.7272727272727,45,113.307453643951,111
"2026",2010,"19-2040",111365.74,111365.74,111365.74,0,80604.95,30760.79,0.276214121147132,1089.36363636364,836.5,44.3287671232877,45,114.793075500598,111
"2027",2011,"19-2040",107891.64,105854.94,104984.39,870.55,74736.55,31118.39,0.293972014910216,1301,1269,43.6438356164384,42.5,115.33348514486,111
"2028",2012,"19-2040",118455.08,118455.08,118148.92,306.16,94800.32,23654.76,0.199693926170157,1375.85714285714,1177,45.5757575757576,45,114.139529178487,111
"2029",2013,"19-2040",106532.07,106532.07,105103.08,1428.99,90013.48,16518.59,0.155057439510938,1527.4,1602,47.4861111111111,49,113.868595062501,123
"2030",2014,"19-2040",170971.5,170971.5,170971.5,0,146248.45,24723.05,0.144603340322802,1084.63636363636,1250,44.8166666666667,42,115.329068879901,123
"2031",2015,"19-2040",106144.13,106144.13,103838.48,2305.65,75606.82,30537.31,0.287696644176178,1403.46153846154,1000,43.2,39,115.564017812384,123
"2032",2016,"19-2040",87014.05,87014.05,83306.25,3707.8,64549.51,22464.54,0.258171410249264,2089.6,1791,43.4901960784314,41.5,115.295217266637,111
"2033",2017,"19-2040",107048.22,107048.22,103036.56,4011.66,72648.19,34400.03,0.321350789391921,1570.75,1619,44.7796610169492,37.5,115.744555771222,111
"2034",2018,"19-2040",107079.93,107079.93,105625.88,1454.05,53677.69,53402.24,0.498713811262297,1554.7,1134.5,43.3333333333333,38,114.819030232836,123
"2035",2019,"19-2040",132214.26,131291.05,131291.05,0,70431.05,60860,0.463550257233833,1466.11111111111,1377.5,45.9710144927536,44,115.612491178949,123
"2036",2020,"19-2040",106807.6992,106396.3426,103866.1558,2530.1868,60223.2149,46173.1277,0.433972884515299,2057.44444444444,2070,41.5510204081633,38.5,116.840803562547,111
"2037",2021,"19-2040",92110.9783,92110.9783,80442.3406,11668.6377,59861.4062,32249.5721,0.350116486603422,1729.45454545455,1421,43.1739130434783,42,116.689552745745,111
"2038",2022,"19-2040",64808.89,64808.89,64808.89,0,41204.97,23603.92,0.36420805849321,1497.66666666667,1522,44.6451612903226,42,117.648613022072,123
