"","occ_code","occ_title","occ_group","tot_emp","emp_prse","year"
"37","13-1032","Insurance Appraisers, Auto Damage",NA,12320,9.8,2000
"38","13-1041","Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",NA,126840,1.1,2000
"39","13-1051","Cost Estimators",NA,196420,1.5,2000
"40","13-1061","Emergency Management Specialists",NA,10730,3.2,2000
"41","13-1071","Employment, Recruitment, and Placement Specialists",NA,188060,2.3,2000
"42","13-1072","Compensation, Benefits, and Job Analysis Specialists",NA,84040,2.9,2000
"43","13-1073","Training and Development Specialists",NA,197610,1.8,2000
"44","13-1111","Management Analysts",NA,357610,2,2000
"45","13-1121","Meeting and Convention Planners",NA,32000,4.5,2000
"46","13-2011","Accountants and Auditors",NA,863320,1,2000
"47","13-2021","Appraisers and Assessors of Real Estate",NA,53560,5.9,2000
"48","13-2031","Budget Analysts",NA,63160,2.5,2000
"49","13-2041","Credit Analysts",NA,63420,5.2,2000
"50","13-2051","Financial Analysts",NA,159490,2.8,2000
"51","13-2052","Personal Financial Advisors",NA,77420,6.2,2000
"52","13-2053","Insurance Underwriters",NA,96070,3.2,2000
"53","13-2061","Financial Examiners",NA,23560,3.3,2000
"54","13-2071","Loan Counselors",NA,25500,6.1,2000
"55","13-2072","Loan Officers",NA,203530,2.2,2000
"56","13-2081","Tax Examiners, Collectors, and Revenue Agents",NA,67720,1.1,2000
"57","13-2082","Tax Preparers",NA,65280,5.5,2000
"58","15-0000","Computer and Mathematical Occupations","major",2932810,0.9,2000
"59","15-1011","Computer and Information Scientists, Research",NA,25800,5.3,2000
"60","15-1021","Computer Programmers",NA,530730,2.8,2000
"61","15-1031","Computer Software Engineers, Applications",NA,374640,2.8,2000
"62","15-1032","Computer Software Engineers, Systems Software",NA,264610,3.5,2000
"63","15-1041","Computer Support Specialists",NA,522570,2.2,2000
"64","15-1051","Computer Systems Analysts",NA,463300,2,2000
"65","15-1061","Database Administrators",NA,108000,3,2000
"66","15-1071","Network and Computer Systems Administrators",NA,234040,1.6,2000
"67","15-1081","Network Systems and Data Communications Analysts",NA,119220,3.2,2000
"68","15-2011","Actuaries",NA,12890,4.5,2000
"69","15-2021","Mathematicians",NA,3140,7.9,2000
"70","15-2031","Operations Research Analysts",NA,59820,6.6,2000
"71","15-2041","Statisticians",NA,17520,7.2,2000
"72","15-2091","Mathematical Technicians",NA,1540,19,2000
"73","17-0000","Architecture and Engineering Occupations","major",2575620,0.9,2000
"74","17-1011","Architects, Except Landscape and Naval",NA,74390,4.6,2000
"75","17-1012","Landscape Architects",NA,17130,8.8,2000
"76","17-1021","Cartographers and Photogrammetrists",NA,7360,5.9,2000
"77","17-1022","Surveyors",NA,52750,4.2,2000
"78","17-2011","Aerospace Engineers",NA,71550,8.8,2000
"79","17-2021","Agricultural Engineers",NA,2170,13.2,2000
"80","17-2031","Biomedical Engineers",NA,6600,12.1,2000
"81","17-2041","Chemical Engineers",NA,31530,4.1,2000
"82","17-2051","Civil Engineers",NA,207080,3.3,2000
"83","17-2061","Computer Hardware Engineers",NA,63680,4.4,2000
"84","17-2071","Electrical Engineers",NA,162400,3,2000
"85","17-2072","Electronics Engineers, Except Computer",NA,123690,3.6,2000
"86","17-2081","Environmental Engineers",NA,48270,2.8,2000
"87","17-2111","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",NA,42800,7.6,2000
"88","17-2112","Industrial Engineers",NA,171810,2.1,2000
"89","17-2121","Marine Engineers and Naval Architects",NA,4680,14,2000
"90","17-2131","Materials Engineers",NA,24430,3.5,2000
"91","17-2141","Mechanical Engineers",NA,207300,3.4,2000
